place_id,city,lat,lon,date,humidity (%),wind_speed (km/h),summary,temp_day (°C),temp_min (°C),temp_max (°C),feels_like_day (°C),feels_like_night (°C),pop (%),rain (mm)
73471474,Montauban,44.0175835,1.3549991,2023-11-14,60,8.8,Expect a day of partly cloudy with rain,20.1,13.82,21.78,19.73,14.17,100.0,1.02
73471474,Montauban,44.0175835,1.3549991,2023-11-15,75,4.61,There will be partly cloudy today,14.67,10.14,15.64,14.15,9.51,78.0,0
73471474,Montauban,44.0175835,1.3549991,2023-11-16,70,4.94,Expect a day of partly cloudy with rain,13.57,9.81,14.5,12.81,14.49,100.0,2.87
73471474,Montauban,44.0175835,1.3549991,2023-11-17,67,6.4,"The day will start with rain through the late morning hours, transitioning to partly cloudy",12.68,8.17,12.85,11.75,7.2,100.0,0.62
73471474,Montauban,44.0175835,1.3549991,2023-11-18,54,1.86,There will be partly cloudy today,11.36,5.58,12.17,9.96,7.4,0.0,0
73471474,Montauban,44.0175835,1.3549991,2023-11-19,51,1.63,Expect a day of partly cloudy with clear spells,15.3,7.95,16,14.22,10.19,0.0,0
73471474,Montauban,44.0175835,1.3549991,2023-11-20,62,5.01,"You can expect partly cloudy in the morning, with rain in the afternoon",14.22,8.64,14.22,13.32,6.56,70.0,0.32
250442744,Biarritz,43.4832523,-1.5592776,2023-11-13,73,4.87,Expect a day of partly cloudy with rain,19.9,15.3,20.4,19.85,17.88,20.0,0.18
250442744,Biarritz,43.4832523,-1.5592776,2023-11-14,67,8.47,"You can expect partly cloudy in the morning, with rain in the afternoon",20.06,15.78,20.37,19.87,15.75,100.0,3.76
250442744,Biarritz,43.4832523,-1.5592776,2023-11-15,76,4.13,There will be partly cloudy today,15.66,13.44,15.86,15.27,12.85,77.0,0
250442744,Biarritz,43.4832523,-1.5592776,2023-11-16,70,6.13,"You can expect partly cloudy in the morning, with rain in the afternoon",18.51,13.35,18.89,18.24,14.19,100.0,0.99
250442744,Biarritz,43.4832523,-1.5592776,2023-11-17,66,7.12,"The day will start with rain through the late morning hours, transitioning to partly cloudy",14.56,11.22,14.61,13.79,10.56,100.0,1.22
250442744,Biarritz,43.4832523,-1.5592776,2023-11-18,55,4.17,"You can expect partly cloudy in the morning, with clearing in the afternoon",15.26,10.04,15.67,14.28,11.71,0.0,0
250442744,Biarritz,43.4832523,-1.5592776,2023-11-19,66,2.74,"You can expect clear sky in the morning, with partly cloudy in the afternoon",16.86,12.95,16.86,16.32,12.92,0.0,0
250442744,Biarritz,43.4832523,-1.5592776,2023-11-20,91,8.57,"You can expect partly cloudy in the morning, with rain in the afternoon",14.96,13.11,14.99,14.89,12.86,100.0,1.14
250414078,Bayonne,43.4945144,-1.4736657,2023-11-13,70,3.86,Expect a day of partly cloudy with rain,20.61,14.5,20.84,20.55,17.69,20.0,0.12
250414078,Bayonne,43.4945144,-1.4736657,2023-11-14,65,7.3,"You can expect partly cloudy in the morning, with rain in the afternoon",20.57,15.25,21.06,20.38,15.36,100.0,3.6
250414078,Bayonne,43.4945144,-1.4736657,2023-11-15,77,3.32,There will be partly cloudy today,15.75,12.67,16.05,15.39,12.1,80.0,0
250414078,Bayonne,43.4945144,-1.4736657,2023-11-16,70,5.24,"You can expect partly cloudy in the morning, with rain in the afternoon",18.78,12.63,19.28,18.54,13.86,100.0,0.93
250414078,Bayonne,43.4945144,-1.4736657,2023-11-17,69,5.94,"The day will start with rain through the late morning hours, transitioning to partly cloudy",14.52,10.45,14.52,13.83,9.8,100.0,1.16
250414078,Bayonne,43.4945144,-1.4736657,2023-11-18,56,3.61,"You can expect partly cloudy in the morning, with clearing in the afternoon",15.08,8.96,15.35,14.11,10.51,0.0,0
250414078,Bayonne,43.4945144,-1.4736657,2023-11-19,64,2.12,"You can expect clear sky in the morning, with partly cloudy in the afternoon",17.24,11.44,17.24,16.69,11.84,0.0,0
250414078,Bayonne,43.4945144,-1.4736657,2023-11-20,92,7.18,"You can expect partly cloudy in the morning, with rain in the afternoon",14.72,11.73,14.72,14.65,11.94,100.0,1.05
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-13,87,12.77,Expect a day of partly cloudy with rain,16.64,15.35,17.07,16.63,15.32,100.0,8.25
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-14,96,12.94,Expect a day of partly cloudy with rain,14.43,13.69,15.03,14.44,13.84,100.0,11.59
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-15,74,7.89,There will be partly cloudy today,14.44,13.16,14.48,13.87,12.75,0.0,0
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-16,87,12.37,Expect a day of partly cloudy with rain,16.15,12.85,16.15,16.09,13.77,100.0,8.72
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-17,64,10.49,Expect a day of partly cloudy with rain,12.14,10.39,13.2,11.08,9.36,20.0,0.39
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-18,65,5.78,There will be partly cloudy today,11.42,8.73,12.35,10.31,9.79,0.0,0
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-19,74,5.12,Expect a day of partly cloudy with clear spells,14.39,11.49,14.39,13.82,13.36,0.0,0
249415241,La Rochelle,46.1591126,-1.1520434,2023-11-20,70,10.92,Expect a day of partly cloudy with rain,13.58,11.66,14.31,12.82,10.76,100.0,1.3
